cbsa_code,cbsa,ccity,x_ccity,y_ccity,ttract,tcc,tel70,tel80,tel90,tel00,tel12,tgent80,tgent90,tgent00,tgent12,tgent22,mamhi70,mamhi80,mamhi90,mamhi00,mamhi12,mamhi22,mamhv70,mamhv80,mamhv90,mamhv00,mamhv12,mamhv22,apctcol70,apctcol80,apctcol90,apctcol00,apctcol12,apctcol20,pop70,pop80,pop90,pop00,pop10,pop20,popchg80,popchg90,popchg00,popchg10,popchg20,nhwht70,nhwht80,nhwht90,nhwht00,nhwht10,nhwht20,cw80,cw90,cw00,cw10,cw20,nhblk70,nhblk80,nhblk90,nhblk00,nhblk10,nhblk20,cb80,cb90,cb00,cb10,cb20,asian70,asian80,asian90,asian00,asian10,asian20,ca80,ca90,ca00,ca10,ca20,hisp70,hisp80,hisp90,hisp00,hisp10,hisp20,ch80,ch90,ch00,ch10,ch20
14740,"Bremerton-Silverdale-Port Orchard, WA","Bremerton, WA",-122.6326,47.5673,55,16,0,9,9,10,8,0,0,0,0,2,,59381.28021,59589.10637,62153.92,63167.58,73557.0,,189578.4097,168364.4338,200552.0,280350.0,381062.0,,0.13346851673333335,0.160296358,0.19713723273333333,0.2206829218,0.25112,,144023,186219,231966,251133,275574,,42196,45747,19167,24441,,131587,165309,190746,198745,199001,,33725,25439,7999,256,,2320,4417,8332,9370,12052,,2082,3914,1038,2682,,4439,7528,15603,19841,25973,,3090,8075,4238,6132,,3555,5851,9608,15686,24174,,2292,3758,6078,8488
28660,"Killeen-Temple, TX","Killeen, TX",-97.7278,31.1171,89,48,0,10,12,14,15,0,1,0,0,1,,52835.12354,59439.95234,63275.35916,58247.28,52186.0,,132372.718,130978.9839,123667.9999,110754.0,145512.0,,0.17661396089743589,0.17018040470731707,0.1790255372195122,0.18040111119512195,0.19862926829268293,,214654,268820,330714,405300,475309,,40648,61894,74586,70008,,150158,178910,195744,218901,218085,,17431,16830,23157,-816,,36043,48509,67466,82733,106373,,12227,18904,15267,23639,,4613,6812,10959,16274,23195,,2065,4145,5064,6918,,22070,32991,51803,82426,114114,,9168,18808,30623,31688
48660,"Wichita Falls, TX","Wichita Falls, TX",-98.4934,33.9137,43,31,8,10,12,12,11,0,1,0,1,1,52174.29811,48015.51997,52248.58998,54467.24,54254.34,50917.0,73611.32643,102467.2799,97240.22088,80152.0,100800.0,98307.0,0.11919846720689656,0.14170600303571429,0.15402118989655172,0.17825130886206897,0.189151666,0.20861379310344827,135701,137927,140377,151525,151306,148128,2229,2446,11148,-219,-3178,123247,116759,115503,115070,108124,95991,-6492,-1258,-433,-6946,-12133,9716,10855,11030,14035,14552,15655,1093,151,3004,517,1103,552,1323,1804,3061,3401,3846,764,481,1241,323,445,1671,8014,10987,16932,23001,27186,6343,2971,5946,6069,4185
48900,"Wilmington, NC","Wilmington, NC",-77.9447,34.2257,61,26,6,10,12,11,10,0,1,1,0,2,65796.43281,56407.918600000005,54256.280795,53215.940969999996,46013.94,65653.5,118719.3459,110732.03565,160497.7431,202361.55800000002,267750.0,337300.0,0.11702975765384616,0.19801084207692307,0.22274695976923078,0.30977968919230769,0.36438568703846153,0.38641538461538461,82621,103248,149135,201391,254884,285810,20630,17033,52248,53493,30926,63542,79668,114009,155895,194199,211525,16135,14619,41879,38304,17326,18673,22174,32722,37211,40636,38272,3264,1812,4490,3425,-2364,252,307,648,1815,3684,6047,50,306,1154,1869,2363,87,775,1194,4772,13910,22257,688,149,3575,9138,8346
42200,"Santa Maria-Santa Barbara, CA","Santa Maria, CA",-120.4357,34.953,90,0,10,10,10,10,13,0,0,0,0,1,62364.12699,54527.44052,73259.70939,75083.16,75135.06,105909.0,162334.8052,326005.3728,555242.0041,540940.0069,786366.0,931464.0,0.14941165913513513,0.21924838113157896,0.24814768009756097,0.27623140441463412,0.31816685175609755,0.32891707317073171,262861,298695,369588,399352,423895,448230,35838,70893,29761,24543,24335,231366,223397,244309,227088,203122,184747,-7967,20913,-17221,-23966,-18375,6293,7554,9379,9987,9405,9520,1106,1823,608,-582,115,5896,8344,15047,19766,24983,32741,2286,6701,4719,5214,7758,16905,55357,98189,136668,181687,210585,38452,42829,38480,45019,28893
33700,"Modesto, CA","Modesto, CA",-120.9969,37.6391,94,0,9,10,13,13,14,0,0,4,0,5,65828.25,63619.35955,70161.945095,66109.92,56155.05,68010.5,124056.881,220682.8752,288516.9951,214484.0,211743.0,340126.0,0.093085383068965522,0.13605449402857142,0.14030935235,0.151776302925,0.162655178225,0.1691375,194505,265899,370522,446997,514453,552928,71393,104621,76476,67456,38475,180888,213167,261321,256000,240423,207938,32275,48153,-5322,-15577,-32485,1938,3033,6110,12515,16376,18795,849,2841,6264,3861,2419,1770,4106,18144,24323,34009,44548,1987,13649,6177,9686,10539,8294,39889,80897,141871,215658,265994,31595,41006,60975,73787,50336
16580,"Champaign-Urbana, IL","Champaign, IL",-88.2434,40.1164,47,29,4,10,5,6,6,0,0,0,0,2,68650.00294,53044.799555000005,57864.56991,61428.08,52893.54,60273.0,156462.2845,156917.3226,163212.9988,166668.0,193662.0,195869.0,0.34832220632,0.40048757404166668,0.44627064108,0.48267351912,0.52533701064,0.53136800000000006,163281,168391,188571,196034,217810,222536,5112,4633,7463,21776,4726,149922,146970,160240,155234,158746,140878,-2954,-2211,-5007,3512,-17868,10675,14491,16424,21292,27004,32702,3816,1910,4853,5712,5698,1680,3343,7908,12648,19850,27105,1663,4554,4738,7202,7255,419,2407,3519,5304,10774,16913,1988,1081,1785,5470,6139
39340,"Provo-Orem, UT","Provo, UT",-111.6585,40.2338,130,47,5,10,15,20,21,0,0,0,0,5,59976.717130000005,54159.35945,64108.48124,78100.03943,66937.5,81809.0,142916.6947,229740.3943,170053.6445,254903.9931,255780.0,418248.0,0.2119701636,0.27753754984210527,0.32188831111627908,0.36626780569767442,0.37931320437209304,0.4183627906976744,137776,218107,269415,376783,526810,671147,80326,45485,107369,150027,144337,135369,208292,254708,336650,444339,529207,72918,40770,81944,107689,84868,39,134,361,1669,4012,7923,45,139,1149,2281,3911,1117,1977,3868,8516,16863,30258,823,1882,4551,8092,13395,897,5041,8557,26008,56172,89102,4144,3451,17441,29906,32930
24540,"Greeley, CO","Greeley, CO",-104.7091,40.4233,77,0,4,10,13,14,15,0,0,0,2,4,57227.215305,47031.056599999996,59155.06549,63628.820584999994,51001.020000000004,56669.5,133292.48054999998,194609.04325,147096.00035,197456.0,193410.0,313800.0,0.186261789,0.23950215773913044,0.23710741066666666,0.24925549945833333,0.24269106579166666,0.23118333333333332,89244,123337,131721,180796,252825,328983,34092,10257,49073,72029,76158,84841,100028,101899,126463,170827,205873,15189,1865,22889,44364,35046,218,562,509,1109,2893,6010,186,-87,522,1697,3093,910,819,1063,2229,4166,8769,-182,244,890,1654,4603,2831,21001,27481,48911,71680,98463,18170,6479,21252,22769,26783
16300,"Cedar Rapids, IA","Cedar Rapids, IA",-91.6656,41.9779,57,29,8,10,8,11,15,0,0,0,1,4,79078.11656,69673.8891,70288.27952,75728.16,64246.14,64901.0,139475.3523,145268.2695,120542.7864,149984.0,153972.0,156100.0,0.12200098227586206,0.16532143817241379,0.21358370841379309,0.25357216475862071,0.2680548253103448,0.28924827586206897,163213,169776,210638,237230,257940,276519,6562,-1008,26591,20710,18579,160584,164401,203336,222756,233695,230989,3816,-2314,19422,10939,-2706,1806,2712,3599,6616,11500,21657,857,569,3001,4884,10157,385,725,1431,3351,5116,7697,344,645,1920,1762,2581,251,1282,1781,3090,6079,9870,1031,310,1310,2989,3791
28020,"Kalamazoo-Portage, MI","Kalamazoo, MI",-85.5872,42.2917,57,31,12,10,12,14,13,1,0,1,2,2,74654.26577,64594.638285000008,69694.212285,60410.700955,49730.94,56603.0,134763.30599999998,142291.36805,124951.99244999999,162197.6018,150129.0,169740.5,0.17444821456666668,0.2576198977,0.29067956133333334,0.3314414675,0.33020392096666668,0.35815,201548,212381,223412,238602,250331,261669,10828,11034,15192,11729,11338,190506,190925,195480,199182,200047,193427,418,4558,3699,865,-6620,9579,15709,19667,25243,31060,36144,6120,3953,5574,5817,5084,648,1416,3124,5067,6558,9089,744,1709,1945,1490,2531,422,2604,3952,6311,9959,14775,2182,1346,2359,3648,4816
28420,"Kennewick-Richland, WA","Kennewick, WA",-119.1372,46.2112,50,30,4,10,11,12,11,0,0,0,0,3,80007.37628,85626.8223,73698.32631,74486.32,66937.5,91485.0,130815.0018,219128.005,149685.41915,179482.0,188874.0,327618.0,0.14001103920833333,0.22757893175862068,0.23263900066666668,0.25877474886666668,0.24707119993333335,0.25764666666666669,93357,144473,150036,191824,253340,303636,51119,5638,41788,61516,50296,89190,128941,123567,139928,164241,172946,39749,-5374,16339,24313,8705,1824,2291,2306,2976,4700,6569,304,13,664,1724,1864,697,1789,3002,4931,8033,12325,1069,1214,1914,3102,4292,1267,10012,19944,40840,72700,101791,8745,9932,20881,31860,29079
29700,"Laredo, TX","Laredo, TX",-99.4803,27.5306,61,52,10,11,17,13,12,0,1,4,2,2,30557.02428,33278.560765,37187.152325,43700.040525,41343.12,45380.0,51300.70489,103947.00435,101093.0571,104404.0,116172.0,135229.5,0.076922957733333339,0.12620475295121952,0.11808057361538461,0.13649583751923078,0.15000113242307692,0.14614807692307694,72863,99261,133238,193117,250304,267114,26399,33937,59877,57187,16810,39154,8126,7430,9506,8345,9495,-31029,-699,2083,-1161,1150,356,69,70,329,554,895,-285,-22,226,172,316,79,92,399,876,1440,1438,-26,277,441,512,-61,33097,90844,125070,182067,239653,254354,57747,34184,57002,57586,14701
47380,"Waco, TX","Waco, TX",-97.1467,31.5493,57,28,10,11,11,15,13,0,0,0,1,1,41663.015419999996,43622.64003,38665.90376,41172.87995,40400.64,45864.0,70984.297165,80217.36007,83082.00009,68628.0,85428.0,114000.0,0.11469849807692307,0.15171465430769232,0.16246997274074074,0.16022703133333333,0.18751680759259259,0.19258888888888889,147554,170756,206836,232093,252772,277547,23202,18370,25259,20679,24775,120510,127586,145350,148371,147676,148399,7076,6920,3021,-695,723,23799,27066,33768,37938,40015,43109,3243,1968,4170,2077,3091,257,554,1344,2753,3987,6548,262,748,1398,1233,2556,2520,14989,25715,41174,59187,72552,12469,8654,15459,18013,13357
12540,"Bakersfield, CA","Bakersfield, CA",-119.0187,35.3733,151,0,13,11,16,13,16,1,0,3,0,4,63501.32231,69952.030975,72342.6305,64204.16,57487.5,78995.0,130034.3289,226620.3188,200213.9989,159616.0,184842.0,332700.0,0.10709627631578947,0.1659831214509804,0.17502906822807018,0.16939623575438598,0.17270401687719297,0.18481929824561402,329178,403095,543494,661656,839631,909096,73923,140397,118160,177975,69465,275956,281138,340905,327198,323794,279539,5178,59767,-13710,-3508,-44255,18636,20779,28850,40607,50417,54315,2051,8038,11696,9711,3898,5796,7721,14881,25372,39088,52426,1924,7105,10272,13715,13297,24360,87025,151996,254038,413033,499106,62665,64972,102044,158995,86073
41500,"Salinas, CA","Salinas, CA",-121.6555,36.6777,94,0,10,11,11,12,15,0,0,1,0,2,60113.89068,53989.21966,70937.5005,76502.5466,66965.22,83566.0,137262.263,225701.8082,358206.0009,319057.9687,330750.0,521051.0,0.080202480391304343,0.1075747775925926,0.11445027907407407,0.11864220122222222,0.13298423922222222,0.13164814814814815,247566,287500,349446,401765,415057,439031,39935,61939,52318,3183,23974,196554,172428,184562,162044,136435,120071,-24126,12129,-22519,-27957,-16364,11455,17605,19361,16186,13858,12131,6027,1752,-3253,-5040,-1729,13152,19662,25355,29406,30751,33482,6502,5689,4014,900,2731,21982,74100,117303,187968,230003,265322,52118,43200,70668,37596,35319
19500,"Decatur, IL","Decatur, IL",-88.9548,39.8403,34,26,9,11,11,12,11,0,0,0,0,2,68570.994295,58013.56679,55839.40832,56726.460869999995,44534.070000000007,55232.0,108629.39074999999,116048.40035,85568.03255,80840.0,84672.0,85414.0,0.103639924,0.13060699484,0.14247931511538461,0.15623986703846154,0.17951566584615383,0.1894,125011,131375,117206,114706,110768,103995,6364,-14168,-2500,-3938,-6773,114791,116271,101838,95128,86822,75114,1478,-14432,-6710,-8306,-11708,9878,13630,14094,16979,19755,21690,3446,454,2885,2776,1935,181,363,502,849,1402,1935,169,136,347,538,533,109,745,539,1120,2072,2733,636,-206,580,952,661
30620,"Lima, OH","Lima, OH",-84.1052,40.7426,33,16,10,11,12,12,12,0,0,0,0,1,60320.266145,45996.180420000004,46088.883585,43251.979999999996,30366.0,40397.5,86564.278265,90451.237675000011,74456.000139999989,77228.0,73080.0,67750.0,0.055444776,0.071465676625,0.07345038675,0.0796863440625,0.0792062959375,0.0956375,111144,112241,109755,108473,106331,102205,1097,-2486,-1282,-2142,-4126,101422,99773,95442,91356,87708,79691,-1651,-4331,-4086,-3648,-8017,9234,10878,12236,14012,14331,15309,1641,1351,1744,319,978,192,376,546,748,988,1228,166,165,197,239,240,217,927,1240,1545,2513,3272,710,313,305,968,759
36780,"Oshkosh-Neenah, WI","Oshkosh, WI",-88.5426,44.0247,41,26,11,11,12,9,7,0,0,1,0,2,66609.7415,59415.68014,63019.73983,68642.62,56810.880000000005,61924.5,117895.0978,133850.4001,123147.4994,149812.0,148995.0,155313.0,0.12563658516,0.18027716727272727,0.20018807896153845,0.23896627257692307,0.25004832942307692,0.27931923076923076,129931,131703,140319,156763,166994,171731,1774,8618,16443,10231,4737,129132,129582,136093,147160,151509,145582,454,6511,11065,4349,-5927,146,380,689,2046,3729,6663,168,262,1302,1683,2934,462,432,1690,3243,4377,6634,-30,1215,1553,1134,2257,135,718,1144,3065,5784,8328,583,423,1921,2719,2544
41420,"Salem, OR","Salem, OR",-123.0351,44.9429,70,29,7,11,12,13,13,0,1,0,0,2,62700.94394,59512.00286,61650.93032,64499.99714,52456.32,63578.0,123809.2522,174887.1786,132430.8883,214655.9988,236880.0,336655.0,0.15302890430769231,0.20531994255172414,0.22307630134482759,0.23824617579310345,0.2450629246551724,0.2688965517241379,186566,249811,278038,347226,390738,433355,63244,28222,69190,43512,42617,181434,231235,246377,271285,277460,278371,49800,15136,24909,6175,911,611,1391,2232,3609,5334,7868,735,823,1344,1725,2526,1814,2216,4529,8715,12883,18583,405,2313,4187,4168,5700,2171,11288,21029,54194,85682,108471,9117,9744,33170,31488,22789
23540,"Gainesville, FL","Gainesville, FL",-82.3248,29.6516,71,29,0,12,7,12,7,0,0,0,0,1,48458.19369,38505.6411,38687.588185,39879.06,37055.34,38941.0,132049.43405,117107.32385,146867.01485,113606.00075,162981.0,164766.0,0.33952028095,0.37791753754166668,0.40020041,0.44567477230769231,0.42280750803846151,0.42345384615384618,104764,151349,217182,266842,305076,339246,46583,30246,49660,38234,34170,81569,115429,166361,193285,205306,208164,33859,20260,26924,12021,2858,21565,28518,38131,47827,56796,60859,6953,5601,9697,8969,4063,388,1616,4588,8849,15413,21904,1103,2847,4260,6564,6491,1097,4908,7418,14236,24644,39042,3811,1870,6816,10408,14398
25060,"Gulfport-Biloxi, MS","Gulfport, MS",-89.0928,30.3674,86,37,8,12,9,11,13,0,0,0,1,1,51780.65979,49471.62553,52106.05566,55999.76,49281.12,68262.0,119132.4198,117145.7603,119653.6941,128311.9967,151452.0,204057.0,0.096471947423076923,0.12889723821212121,0.16425067588571429,0.17815898794285714,0.21277842508571429,0.21134285714285714,134572,309041,322966,377612,388488,416260,22976,13929,54643,10876,27772,110425,243981,251357,282507,275145,269137,11468,7375,31147,-7362,-6008,22743,56511,60644,73966,80590,94946,7342,4134,13321,6624,14356,578,2422,5454,8747,10878,13297,1182,3032,3285,2131,2418,626,4965,4590,8662,18000,26388,2491,-376,4071,9338,8388
24860,"Greenville-Anderson, SC","Greenville, SC",-82.394,34.8526,195,39,5,12,12,9,10,0,1,2,1,4,56351.47235,50938.118925,59663.26412,59567.9,50428.979999999996,67288.0,115046.88185,126868.2062,151068.50050000002,168301.9973,186102.0,253057.5,0.13209697873333334,0.18702415026315788,0.23329430113157895,0.27624740886842103,0.30904684421052631,0.35655,299505,500438,617352,725683,824112,928315,67704,58816,108329,98429,104203,253370,415657,504070,569132,614417,647978,52968,47039,65066,45285,33561,45366,78872,104723,124328,141234,155221,10881,9491,19602,16906,13987,434,1389,3266,8584,14765,23714,474,1689,5300,6170,8934,203,3533,4368,19349,48414,78322,2504,620,14954,29065,29908
45820,"Topeka, KS","Topeka, KS",-95.678,39.0483,57,34,14,12,13,18,18,0,0,0,0,0,62756.082065,57078.20076,64611.57146,58948.7,49150.71,54356.5,103503.51985000001,132740.08789999998,104072.55665,99932.0,101619.0,98980.0,0.1499865604375,0.20393358378125,0.21950618758823529,0.23679236288235295,0.25207857173529413,0.25521470588235295,155320,185441,210257,224550,233870,233152,-405,6687,14293,9320,-718,139955,164793,184757,187517,186502,173646,-5154,2876,2761,-1015,-12856,11196,11728,13241,16830,18235,18904,455,1419,3583,1405,669,1326,761,1195,2231,3075,4099,-611,415,1005,844,1024,2419,6379,8346,13139,20615,25832,3757,1728,4791,7476,5217
44100,"Springfield, IL","Springfield, IL",-89.6501,39.7817,56,35,11,12,13,17,17,0,1,1,0,1,71795.83054,59964.292265,62625.340234999996,65888.040000000008,57583.89,51457.5,121362.36935,148365.47745,122239.50035,118938.0,110817.0,103512.5,0.12913535585294117,0.20111057864705884,0.22852722682352941,0.2706303417352941,0.26742177638235293,0.30109705882352938,161337,187788,189552,201437,210170,208640,14754,1761,11884,8733,-1530,152919,173891,172132,176206,175307,161967,9344,-1756,4074,-899,-13340,7848,11324,14308,19324,25951,30267,3073,2976,5009,6627,4316,262,980,1370,2519,3925,5482,605,361,1141,1406,1552,207,1061,1311,2094,3601,5468,818,252,783,1507,1867
35980,"Norwich-New London, CT","Norwich, CT",-72.0759,41.5243,66,0,10,12,12,13,13,0,0,0,0,0,60423.65255,48358.910655,63970.870125,59972.96,53734.59,,137036.0807,141969.019,267682.5701,174494.0,231273.0,,0.0935760073125,0.1242731403125,0.1696997214375,0.186974968,0.209812710625,0.19702666666666666,217338,236070,251099,259087,274055,268516,12156,15031,7988,14968,-5539,207308,219461,226872,219543,214605,194867,5673,7410,-7331,-4938,-19738,7179,8594,11272,15336,18584,19822,1370,2670,4063,3248,1238,1452,2110,3103,6226,13270,13608,645,986,3124,7044,338,1155,4582,8291,13236,23214,30917,3416,3709,4948,9978,7703
47940,"Waterloo-Cedar Falls, IA","Waterloo, IA",-92.3428,42.4928,50,33,10,12,13,13,13,0,0,0,0,1,63831.59718,62208.9599,51960.29991,58848.08,54212.76,57036.0,130379.9336,155587.7611,97155.99855,123423.2535,156996.0,153703.0,0.11436212348484849,0.1608789911,0.1769440043939394,0.22460754681818182,0.23122514036363637,0.25470909090909094,132917,137958,158639,163706,167819,168461,5044,-14164,5067,4113,642,125595,127318,147593,147256,145617,136344,1726,-14219,-336,-1639,-9273,6644,8529,8564,11062,13464,16613,1196,-42,2472,2402,3149,331,679,1129,1767,2658,5373,297,302,639,891,2715,183,945,1018,2561,5268,7104,762,-33,1543,2707,1836
39540,"Racine, WI","Racine, WI",-87.7829,42.7261,45,17,11,12,14,15,12,0,0,0,0,0,71827.01186,65284.32327,66059.26982,69032.2,52099.74,54299.0,126831.299,147813.7703,112592.0034,140008.0,152712.0,149295.0,0.079010326882352946,0.11749477294117647,0.13588459194117647,0.14253748623529411,0.15956098423529411,0.16586470588235294,170839,173133,175033,188831,195408,197727,2295,1902,13798,6577,2319,157859,150939,147745,150238,145414,135333,-6924,-3193,2493,-4824,-10081,10571,13731,16696,20566,23378,26397,3146,2957,3842,2812,3019,523,578,965,1703,2597,3322,51,389,738,893,725,1649,7200,9033,14990,22546,27911,5551,1832,5956,7556,5365
17980,"Columbus, GA-AL","Columbus, GA",-84.9877,32.4608,83,53,12,13,16,15,13,0,1,2,1,0,58038.54632,50788.16007,57403.75936,57086.8,45543.96,45472.0,123540.11855000001,96384.32865,117284.8905,122120.0061,129906.0,115900.0,0.098641912045454541,0.1339349073877551,0.16460371230612245,0.19050366236734695,0.1955717799387755,0.21962244897959185,238528,239102,278538,293417,307788,328886,571,3882,14878,14371,21098,167365,147495,161771,153596,151812,145342,-19870,-6447,-8176,-1784,-6470,68189,82668,105176,121292,127967,141896,14449,8037,16117,6675,13929,1054,2215,2985,4581,6901,10224,1117,693,1564,2296,3323,1399,5509,7584,11499,18441,24623,4110,1877,3915,6942,6182
44220,"Springfield, OH","Springfield, OH",-83.8088,39.9242,44,22,14,13,15,14,13,0,0,1,0,1,62180.46458,50034.799880000006,48286.785025000005,54546.36,39255.93,43045.0,106122.16545,108277.44029999999,91026.01297,109219.81175,93807.0,84350.0,0.075318088590909091,0.10439488518181818,0.10985396036363637,0.1183441555,0.13761275886363636,0.1352909090909091,157055,150312,147668,145020,138333,136001,-6741,-2645,-2650,-6687,-2332,143391,135429,132756,126962,117976,109794,-7960,-2671,-5796,-8986,-8182,13235,13100,12953,13982,14145,15403,-140,-146,1027,163,1258,231,448,630,1042,1262,1560,198,156,396,213,298,136,874,970,1702,3805,5313,738,95,731,2103,1508
22660,"Fort Collins, CO","Fort Collins, CO",-105.0844,40.5853,73,0,11,13,16,20,16,0,1,1,4,7,48663.87054,64778.6411,67968.449655,77087.82,60961.95,76080.0,151405.24180000002,222905.1139,177060.00075,267976.0,287280.0,463300.0,0.25238146736363637,0.30797641495238093,0.3441180281,0.42445077486,0.45476447812,0.482492,89900,149185,186136,251494,299630,359065,59285,36952,65357,48136,59435,87606,137354,169213,220159,253047,282581,49749,31861,50948,32888,29534,277,603,1041,2178,3553,6216,226,338,1141,1375,2660,616,1369,2679,5115,7992,12904,679,1313,2434,2877,4912,1062,8752,12229,20811,31628,44663,7690,3477,8584,10817,13035
19340,"Davenport-Moline-Rock Island, IA-IL","Davenport, IA",-90.5776,41.5236,104,55,23,13,24,23,22,0,1,0,1,3,71712.010905,65366.8799,61759.88964,65354.84,56141.82,55643.0,133971.64075,137844.24,102603.9998,123496.0,131544.0,126400.0,0.1015833076111111,0.155393576,0.18060654065454546,0.18964817734545455,0.23012847069090908,0.23545272727272729,362636,403244,368153,376019,379690,384322,21320,-35095,7866,3671,4632,345983,371381,332536,324063,311053,289939,6303,-38848,-8472,-13010,-21114,12146,16926,18827,23556,29904,38469,4394,1854,4706,6348,8565,676,1809,2455,4930,7179,11154,1065,640,2463,2017,3975,3270,11670,13244,20919,29024,35572,8285,1576,7676,8105,6548
14260,"Boise City, ID","Boise City, ID",-116.2023,43.615,95,52,9,13,14,16,15,4,2,0,2,4,71586.51443,61789.28535,68375.80619,70772.840765,57423.869999999995,121174.5,130346.1031,185180.53830000001,153770.4866,188941.9964,213318.0,556815.0,0.14967280582857143,0.20923860053846155,0.23240808375,0.29435004225,0.3199476618076923,0.34839807692307689,112228,256792,319597,464839,616561,764718,60806,39058,145243,151722,148157,110850,239624,292664,402616,505202,584342,54780,31966,109955,102586,79140,301,812,1123,3256,7578,14152,187,253,2022,4322,6574,665,2256,3900,9385,17287,28452,823,1503,5488,7902,11165,228,11976,19500,41660,77538,109350,3613,5415,22159,35878,31812
20260,"Duluth, MN-WI","Duluth, MN",-92.1005,46.7867,91,32,7,13,10,12,7,0,2,1,2,1,56697.920809999996,54687.399655,52754.808805,57265.68,51215.85,56747.5,88767.24693,115726.14405,87056.452014999988,118938.0,181881.0,185650.0,0.11713643325,0.1792504484375,0.217490508375,0.26844015325,0.29801845115625,0.34555,264609,266433,279625,286544,290637,291607,1825,-22282,6919,4093,970,261173,259882,269799,270105,267639,256697,-1286,-23977,306,-2466,-10942,1057,1045,1298,3038,5601,8063,-25,165,1694,2563,2448,2119,909,1420,2307,3288,4161,-1215,413,853,981,873,100,914,1283,2241,3467,5095,814,239,958,1225,1628
11700,"Asheville, NC","Asheville, NC",-82.5515,35.5951,105,23,5,14,12,9,4,0,2,5,4,1,53313.84689,40493.9631,53390.4003,54536.04,51502.5,65972.0,98246.97462,89226.72392,117812.585,186104.0,259434.0,416900.0,0.1225039454347826,0.13505392445,0.21914971873913044,0.29253708708695653,0.40654759178260869,0.48157391304347824,145052,177756,308006,369172,424858,469016,20578,15938,61169,55686,44155,131706,161806,286225,331715,366448,381527,18087,14868,45489,34733,15078,12828,13989,17412,19888,21883,24271,671,429,2443,1990,2386,281,340,1116,2747,5241,8376,44,398,1621,2481,3135,171,1120,2344,11642,27100,40499,944,127,9294,15458,13394
42220,"Santa Rosa-Petaluma, CA","Santa Rosa, CA",-122.7144,38.4405,100,0,10,14,15,16,14,0,0,1,0,0,67608.11204,61003.92353,82587.14242,88394.238285,79026.57,105357.5,162246.4979,296961.43345,426993.106,418820.0012,479115.0,711938.0,0.12446362702702703,0.18915044476190476,0.24469815509090909,0.27664878429545453,0.31664087213636366,0.3387590909090909,204886,299677,388217,458614,483878,488841,94791,88541,70397,25264,4963,193697,266204,327431,341685,320027,285779,72509,61221,14256,-21658,-34248,2111,3373,5270,8412,9979,11368,1095,1888,3139,1567,1389,3450,4638,10235,18909,24762,32551,1183,5601,8679,5853,7789,4223,20823,41224,79509,120430,141433,16600,20397,38290,40921,21003
29540,"Lancaster, PA","Lancaster, PA",-76.3055,40.0379,98,14,13,14,14,14,13,0,0,0,0,0,47074.951945,41577.749695,51483.785505000007,52097.1234,38448.899999999994,61503.0,82616.564045,99132.745215,132849.36294999998,120165.4658,122472.0,154431.0,0.04471409114285714,0.0939901976923077,0.128393371,0.1326846015,0.164034634,0.19401428571428572,319690,362345,422821,470668,519445,552984,42656,60476,47832,48777,33539,311107,343414,392904,420371,440969,440613,32312,49493,27466,20598,-356,5366,6743,9146,13833,20026,25461,1273,2387,4674,6193,5435,346,2187,4530,7659,11257,16820,1620,2350,3130,3598,5563,2631,9103,15641,26738,44930,61171,6472,6540,11103,18192,16241
11260,"Anchorage, AK","Anchorage, AK",-149.9003,61.2181,79,0,14,14,7,16,13,0,0,0,1,4,105361.3598,102711.5219,106323.4336,95099.66,94873.59,88042.5,238128.98070000001,297984.9821,227008.83055,243982.0,321930.0,337650.0,0.15125634252173914,0.23445583132653061,0.26804585087037036,0.28540263866666665,0.325544003037037,0.34442962962962964,124434,174363,266015,319605,380821,398319,49928,51968,53589,61216,17498,112239,145810,214618,233157,256490,239279,33572,32357,18538,23333,-17211,5139,9114,14421,18234,22072,22336,3972,4887,3802,3838,264,5818,4038,10704,20672,36001,48858,-1778,6323,9967,15329,12857,639,5219,10011,16285,25362,31680,4580,4037,6272,9077,6318
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay, FL",-80.5887,28.0345,114,41,13,15,17,19,20,3,1,0,3,3,73072.797545,55201.68107,69105.61218,62233.04206,53318.16,68083.0,104595.13440000001,143512.2036,145961.0007,124356.0018,145908.0,226500.0,0.12113117575,0.14759360439285715,0.17337662317073171,0.18602996843902439,0.19597271673170732,0.21503902439024389,226709,272884,398919,476230,543376,606606,46172,126037,77308,67146,63230,204137,240985,349218,398698,421466,430936,36848,108238,49473,22768,9470,20530,23507,30821,41284,57825,66244,2903,6347,10461,16541,8419,657,1735,5193,9246,14836,22218,1028,3250,4053,5590,7377,1143,5337,12259,21970,43943,67902,4194,6472,9713,21973,23959
29460,"Lakeland-Winter Haven, FL","Lakeland, FL",-81.9498,28.0395,154,41,12,15,21,18,15,0,0,4,3,3,44095.604204999996,45686.64017,52984.070340000006,56928.560765,49692.509999999995,52679.5,90742.96328,117789.0444,125758.76185000001,108704.0,131733.0,190035.5,0.1239760568,0.14362598144117647,0.15054925389999999,0.168097358125,0.204793240275,0.21047000000000002,92479,321652,405384,483924,602095,724557,43964,83730,78541,118171,122462,81000,262083,331726,361365,388769,392522,37987,69644,29635,27404,3753,10792,47873,53498,66986,90114,110407,2971,5549,13488,23128,20293,119,1057,2335,5487,11649,16584,387,1244,3089,6148,4934,483,9643,16601,45928,106532,187396,2095,6957,29332,60604,80863
